CFU	group	mouse	day	abx	dose	delayed	cdiff	preAbx	recovDays
089-4D8	1890000	89	4	8	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D9	3190000	89	4	9	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D-6	0	89	5	-6	strep	0.5	FALSE	TRUE	TRUE	NA
089-5D0	NA	89	5	0	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D1	3500000	89	5	1	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D10	5e+06	89	5	10	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D2	16500000	89	5	2	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D3	3300000	89	5	3	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D4	12500000	89	5	4	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D5	6500000	89	5	5	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D6	6400000	89	5	6	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D7	7400000	89	5	7	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D8	3010000	89	5	8	strep	0.5	FALSE	TRUE	FALSE	NA
089-5D9	3230000	89	5	9	strep	0.5	FALSE	TRUE	FALSE	NA
090-1D-6	0	90	1	-6	cef	0.1	FALSE	TRUE	TRUE	NA
090-1D0	NA	90	1	0	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D1	0	90	1	1	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D10	0	90	1	10	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D2	0	90	1	2	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D3	400	90	1	3	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D4	0	90	1	4	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D5	0	90	1	5	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D6	0	90	1	6	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D7	0	90	1	7	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D8	0	90	1	8	cef	0.1	FALSE	TRUE	FALSE	NA
090-1D9	0	90	1	9	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D-6	0	90	2	-6	cef	0.1	FALSE	TRUE	TRUE	NA
090-2D0	NA	90	2	0	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D1	0	90	2	1	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D10	0	90	2	10	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D2	0	90	2	2	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D3	0	90	2	3	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D4	0	90	2	4	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D5	0	90	2	5	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D6	0	90	2	6	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D7	0	90	2	7	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D8	0	90	2	8	cef	0.1	FALSE	TRUE	FALSE	NA
090-2D9	0	90	2	9	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D-6	0	90	3	-6	cef	0.1	FALSE	TRUE	TRUE	NA
090-3D0	NA	90	3	0	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D1	0	90	3	1	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D10	0	90	3	10	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D2	0	90	3	2	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D3	0	90	3	3	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D4	0	90	3	4	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D5	0	90	3	5	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D6	0	90	3	6	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D7	0	90	3	7	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D8	0	90	3	8	cef	0.1	FALSE	TRUE	FALSE	NA
090-3D9	0	90	3	9	cef	0.1	FALSE	TRUE	FALSE	NA
091-1D-6	0	91	1	-6	cef	0.3	FALSE	TRUE	TRUE	NA
091-1D0	NA	91	1	0	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D1	0	91	1	1	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D10	0	91	1	10	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D2	0	91	1	2	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D3	0	91	1	3	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D4	0	91	1	4	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D5	0	91	1	5	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D6	0	91	1	6	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D7	0	91	1	7	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D8	0	91	1	8	cef	0.3	FALSE	TRUE	FALSE	NA
091-1D9	0	91	1	9	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D-6	0	91	2	-6	cef	0.3	FALSE	TRUE	TRUE	NA
091-2D0	NA	91	2	0	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D1	0	91	2	1	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D10	0	91	2	10	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D2	10000	91	2	2	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D3	0	91	2	3	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D4	0	91	2	4	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D5	0	91	2	5	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D6	0	91	2	6	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D7	0	91	2	7	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D8	0	91	2	8	cef	0.3	FALSE	TRUE	FALSE	NA
091-2D9	0	91	2	9	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D-6	0	91	3	-6	cef	0.3	FALSE	TRUE	TRUE	NA
091-3D0	NA	91	3	0	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D1	0	91	3	1	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D10	0	91	3	10	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D2	0	91	3	2	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D3	0	91	3	3	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D4	0	91	3	4	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D5	0	91	3	5	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D6	0	91	3	6	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D7	0	91	3	7	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D8	0	91	3	8	cef	0.3	FALSE	TRUE	FALSE	NA
091-3D9	0	91	3	9	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D-6	0	91	4	-6	cef	0.3	FALSE	TRUE	TRUE	NA
091-4D0	NA	91	4	0	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D1	0	91	4	1	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D10	0	91	4	10	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D2	0	91	4	2	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D3	0	91	4	3	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D4	0	91	4	4	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D5	0	91	4	5	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D6	0	91	4	6	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D7	0	91	4	7	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D8	0	91	4	8	cef	0.3	FALSE	TRUE	FALSE	NA
091-4D9	0	91	4	9	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D-6	0	91	5	-6	cef	0.3	FALSE	TRUE	TRUE	NA
091-5D0	NA	91	5	0	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D1	0	91	5	1	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D10	0	91	5	10	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D2	0	91	5	2	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D3	0	91	5	3	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D4	0	91	5	4	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D5	0	91	5	5	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D6	0	91	5	6	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D7	0	91	5	7	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D8	0	91	5	8	cef	0.3	FALSE	TRUE	FALSE	NA
091-5D9	0	91	5	9	cef	0.3	FALSE	TRUE	FALSE	NA
095-1D-6	0	95	1	-6	strep	0.1	FALSE	TRUE	TRUE	NA
095-1D0	NA	95	1	0	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D1	0	95	1	1	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D10	0	95	1	10	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D2	0	95	1	2	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D3	0	95	1	3	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D4	0	95	1	4	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D5	0	95	1	5	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D6	0	95	1	6	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D7	0	95	1	7	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D8	0	95	1	8	strep	0.1	FALSE	TRUE	FALSE	NA
095-1D9	0	95	1	9	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D-6	0	95	2	-6	strep	0.1	FALSE	TRUE	TRUE	NA
095-2D0	NA	95	2	0	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D1	0	95	2	1	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D10	0	95	2	10	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D2	0	95	2	2	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D3	0	95	2	3	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D4	0	95	2	4	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D5	0	95	2	5	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D6	0	95	2	6	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D7	0	95	2	7	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D8	0	95	2	8	strep	0.1	FALSE	TRUE	FALSE	NA
095-2D9	0	95	2	9	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D-6	0	95	3	-6	strep	0.1	FALSE	TRUE	TRUE	NA
095-3D0	NA	95	3	0	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D1	0	95	3	1	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D10	0	95	3	10	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D2	0	95	3	2	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D3	0	95	3	3	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D4	0	95	3	4	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D5	0	95	3	5	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D6	0	95	3	6	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D7	0	95	3	7	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D8	0	95	3	8	strep	0.1	FALSE	TRUE	FALSE	NA
095-3D9	0	95	3	9	strep	0.1	FALSE	TRUE	FALSE	NA
096-1D-6	0	96	1	-6	vanc	0.1	FALSE	TRUE	TRUE	NA
096-1D0	NA	96	1	0	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D1	13200000	96	1	1	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D10	210000	96	1	10	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D2	8.9e+07	96	1	2	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D3	3.8e+07	96	1	3	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D4	18900000	96	1	4	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D5	4700000	96	1	5	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D6	2900000	96	1	6	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D7	630000	96	1	7	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D8	250000	96	1	8	vanc	0.1	FALSE	TRUE	FALSE	NA
096-1D9	590000	96	1	9	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D-6	0	96	2	-6	vanc	0.1	FALSE	TRUE	TRUE	NA
096-2D0	NA	96	2	0	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D1	26400000	96	2	1	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D10	210000	96	2	10	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D2	5.4e+07	96	2	2	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D3	1.1e+07	96	2	3	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D4	3300000	96	2	4	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D5	7e+06	96	2	5	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D6	6e+05	96	2	6	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D7	470000	96	2	7	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D8	380000	96	2	8	vanc	0.1	FALSE	TRUE	FALSE	NA
096-2D9	310000	96	2	9	vanc	0.1	FALSE	TRUE	FALSE	NA
097-2D-1	0	97	2	-1	cipro	10mg/kg	FALSE	TRUE	TRUE	NA
097-2D0	NA	97	2	0	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D1	0	97	2	1	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D10	0	97	2	10	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D2	0	97	2	2	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D3	0	97	2	3	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D4	0	97	2	4	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D5	0	97	2	5	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D6	0	97	2	6	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D7	0	97	2	7	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D8	0	97	2	8	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-2D9	0	97	2	9	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D-1	0	97	3	-1	cipro	10mg/kg	FALSE	TRUE	TRUE	NA
097-3D0	NA	97	3	0	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D1	0	97	3	1	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D10	0	97	3	10	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D2	0	97	3	2	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D3	0	97	3	3	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D4	0	97	3	4	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D5	0	97	3	5	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D6	0	97	3	6	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D7	0	97	3	7	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D8	0	97	3	8	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
097-3D9	0	97	3	9	cipro	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D-1	0	98	1	-1	clinda	10mg/kg	FALSE	TRUE	TRUE	NA
098-1D0	NA	98	1	0	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D1	30700000	98	1	1	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D10	0	98	1	10	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D2	3e+06	98	1	2	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D3	1600000	98	1	3	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D4	330000	98	1	4	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D5	11000	98	1	5	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D6	0	98	1	6	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D7	0	98	1	7	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D8	0	98	1	8	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-1D9	0	98	1	9	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D-1	0	98	2	-1	clinda	10mg/kg	FALSE	TRUE	TRUE	NA
098-2D0	NA	98	2	0	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D1	34100000	98	2	1	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D10	0	98	2	10	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D2	1.1e+07	98	2	2	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D3	1400000	98	2	3	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D4	150000	98	2	4	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D5	920000	98	2	5	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D6	197000	98	2	6	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D7	0	98	2	7	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D8	0	98	2	8	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-2D9	0	98	2	9	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D-1	0	98	3	-1	clinda	10mg/kg	FALSE	TRUE	TRUE	NA
098-3D0	NA	98	3	0	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D1	0	98	3	1	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D10	0	98	3	10	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D2	720000	98	3	2	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D3	480000	98	3	3	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D4	NA	98	3	4	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D5	1000	98	3	5	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D6	0	98	3	6	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D7	0	98	3	7	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D8	0	98	3	8	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
098-3D9	0	98	3	9	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
102-1D-2	NA	102	1	-2	metro	1	TRUE	TRUE	FALSE	4
102-1D-3	NA	102	1	-3	metro	1	TRUE	TRUE	FALSE	3
102-1D-4	NA	102	1	-4	metro	1	TRUE	TRUE	FALSE	2
102-1D-5	NA	102	1	-5	metro	1	TRUE	TRUE	FALSE	1
102-1D-11	NA	102	1	-11	metro	1	TRUE	TRUE	TRUE	NA
102-1D0	NA	102	1	0	metro	1	TRUE	TRUE	FALSE	NA
102-1D1	1900	102	1	1	metro	1	TRUE	TRUE	FALSE	NA
102-1D10	0	102	1	10	metro	1	TRUE	TRUE	FALSE	NA
102-1D2	0	102	1	2	metro	1	TRUE	TRUE	FALSE	NA
102-1D3	0	102	1	3	metro	1	TRUE	TRUE	FALSE	NA
102-1D4	0	102	1	4	metro	1	TRUE	TRUE	FALSE	NA
102-1D5	0	102	1	5	metro	1	TRUE	TRUE	FALSE	NA
102-1D6	0	102	1	6	metro	1	TRUE	TRUE	FALSE	NA
102-1D7	0	102	1	7	metro	1	TRUE	TRUE	FALSE	NA
102-1D8	0	102	1	8	metro	1	TRUE	TRUE	FALSE	NA
102-1D9	0	102	1	9	metro	1	TRUE	TRUE	FALSE	NA
102-2D-1	NA	102	2	-1	metro	1	TRUE	TRUE	FALSE	5
102-2D-11	0	102	2	-11	metro	1	TRUE	TRUE	TRUE	NA
102-2D-2	NA	102	2	-2	metro	1	TRUE	TRUE	FALSE	4
102-2D-3	NA	102	2	-3	metro	1	TRUE	TRUE	FALSE	3
102-2D-4	NA	102	2	-4	metro	1	TRUE	TRUE	FALSE	2
102-2D-5	NA	102	2	-5	metro	1	TRUE	TRUE	FALSE	1
102-2D0	NA	102	2	0	metro	1	TRUE	TRUE	FALSE	NA
102-2D1	0	102	2	1	metro	1	TRUE	TRUE	FALSE	NA
102-2D10	0	102	2	10	metro	1	TRUE	TRUE	FALSE	NA
102-2D2	0	102	2	2	metro	1	TRUE	TRUE	FALSE	NA
102-2D3	0	102	2	3	metro	1	TRUE	TRUE	FALSE	NA
102-2D4	0	102	2	4	metro	1	TRUE	TRUE	FALSE	NA
102-2D5	0	102	2	5	metro	1	TRUE	TRUE	FALSE	NA
102-2D6	0	102	2	6	metro	1	TRUE	TRUE	FALSE	NA
102-2D7	0	102	2	7	metro	1	TRUE	TRUE	FALSE	NA
102-2D8	0	102	2	8	metro	1	TRUE	TRUE	FALSE	NA
102-2D9	0	102	2	9	metro	1	TRUE	TRUE	FALSE	NA
102-3D-1	NA	102	3	-1	metro	1	TRUE	TRUE	FALSE	5
102-3D-11	0	102	3	-11	metro	1	TRUE	TRUE	TRUE	NA
102-3D-2	NA	102	3	-2	metro	1	TRUE	TRUE	FALSE	4
102-3D-3	NA	102	3	-3	metro	1	TRUE	TRUE	FALSE	3
102-3D-4	NA	102	3	-4	metro	1	TRUE	TRUE	FALSE	2
102-3D-5	NA	102	3	-5	metro	1	TRUE	TRUE	FALSE	1
102-3D0	NA	102	3	0	metro	1	TRUE	TRUE	FALSE	NA
102-3D1	0	102	3	1	metro	1	TRUE	TRUE	FALSE	NA
102-3D10	0	102	3	10	metro	1	TRUE	TRUE	FALSE	NA
102-3D2	0	102	3	2	metro	1	TRUE	TRUE	FALSE	NA
102-3D3	0	102	3	3	metro	1	TRUE	TRUE	FALSE	NA
102-3D4	0	102	3	4	metro	1	TRUE	TRUE	FALSE	NA
102-3D5	0	102	3	5	metro	1	TRUE	TRUE	FALSE	NA
102-3D6	0	102	3	6	metro	1	TRUE	TRUE	FALSE	NA
102-3D7	0	102	3	7	metro	1	TRUE	TRUE	FALSE	NA
102-3D8	0	102	3	8	metro	1	TRUE	TRUE	FALSE	NA
102-3D9	0	102	3	9	metro	1	TRUE	TRUE	FALSE	NA
102-4D-1	NA	102	4	-1	metro	1	TRUE	TRUE	FALSE	5
102-4D-11	0	102	4	-11	metro	1	TRUE	TRUE	TRUE	NA
102-4D-2	NA	102	4	-2	metro	1	TRUE	TRUE	FALSE	4
102-4D-3	NA	102	4	-3	metro	1	TRUE	TRUE	FALSE	3
102-4D-4	NA	102	4	-4	metro	1	TRUE	TRUE	FALSE	2
102-4D-5	NA	102	4	-5	metro	1	TRUE	TRUE	FALSE	1
102-4D0	NA	102	4	0	metro	1	TRUE	TRUE	FALSE	NA
102-4D1	300	102	4	1	metro	1	TRUE	TRUE	FALSE	NA
102-4D10	0	102	4	10	metro	1	TRUE	TRUE	FALSE	NA
102-4D2	0	102	4	2	metro	1	TRUE	TRUE	FALSE	NA
102-4D3	0	102	4	3	metro	1	TRUE	TRUE	FALSE	NA
102-4D4	0	102	4	4	metro	1	TRUE	TRUE	FALSE	NA
102-4D5	0	102	4	5	metro	1	TRUE	TRUE	FALSE	NA
102-4D6	0	102	4	6	metro	1	TRUE	TRUE	FALSE	NA
102-4D7	0	102	4	7	metro	1	TRUE	TRUE	FALSE	NA
102-4D8	0	102	4	8	metro	1	TRUE	TRUE	FALSE	NA
102-4D9	0	102	4	9	metro	1	TRUE	TRUE	FALSE	NA
102-5D-1	NA	102	5	-1	metro	1	TRUE	TRUE	FALSE	5
102-5D-11	0	102	5	-11	metro	1	TRUE	TRUE	TRUE	NA
102-5D-2	NA	102	5	-2	metro	1	TRUE	TRUE	FALSE	4
102-5D-3	NA	102	5	-3	metro	1	TRUE	TRUE	FALSE	3
102-5D-4	NA	102	5	-4	metro	1	TRUE	TRUE	FALSE	2
102-5D-5	NA	102	5	-5	metro	1	TRUE	TRUE	FALSE	1
102-5D0	NA	102	5	0	metro	1	TRUE	TRUE	FALSE	NA
102-5D1	0	102	5	1	metro	1	TRUE	TRUE	FALSE	NA
102-5D10	0	102	5	10	metro	1	TRUE	TRUE	FALSE	NA
102-5D2	0	102	5	2	metro	1	TRUE	TRUE	FALSE	NA
102-5D3	0	102	5	3	metro	1	TRUE	TRUE	FALSE	NA
102-5D4	0	102	5	4	metro	1	TRUE	TRUE	FALSE	NA
102-5D5	0	102	5	5	metro	1	TRUE	TRUE	FALSE	NA
102-5D6	0	102	5	6	metro	1	TRUE	TRUE	FALSE	NA
102-5D7	0	102	5	7	metro	1	TRUE	TRUE	FALSE	NA
102-5D8	0	102	5	8	metro	1	TRUE	TRUE	FALSE	NA
102-5D9	0	102	5	9	metro	1	TRUE	TRUE	FALSE	NA
103-1D-6	0	103	1	-6	metro	1	FALSE	TRUE	TRUE	NA
103-1D0	NA	103	1	0	metro	1	FALSE	TRUE	FALSE	NA
103-1D1	18300000	103	1	1	metro	1	FALSE	TRUE	FALSE	NA
103-1D10	0	103	1	10	metro	1	FALSE	TRUE	FALSE	NA
103-1D3	6.2e+07	103	1	3	metro	1	FALSE	TRUE	FALSE	NA
103-1D4	6e+06	103	1	4	metro	1	FALSE	TRUE	FALSE	NA
103-1D5	7500000	103	1	5	metro	1	FALSE	TRUE	FALSE	NA
103-1D6	4800000	103	1	6	metro	1	FALSE	TRUE	FALSE	NA
103-1D7	2300000	103	1	7	metro	1	FALSE	TRUE	FALSE	NA
103-1D8	2180000	103	1	8	metro	1	FALSE	TRUE	FALSE	NA
103-1D9	1750000	103	1	9	metro	1	FALSE	TRUE	FALSE	NA
103-2D-6	0	103	2	-6	metro	1	FALSE	TRUE	TRUE	NA
103-2D0	NA	103	2	0	metro	1	FALSE	TRUE	FALSE	NA
103-2D1	38300000	103	2	1	metro	1	FALSE	TRUE	FALSE	NA
103-2D10	123000	103	2	10	metro	1	FALSE	TRUE	FALSE	NA
103-2D3	3.6e+07	103	2	3	metro	1	FALSE	TRUE	FALSE	NA
103-2D4	1.1e+07	103	2	4	metro	1	FALSE	TRUE	FALSE	NA
103-2D5	16500000	103	2	5	metro	1	FALSE	TRUE	FALSE	NA
103-2D6	4300000	103	2	6	metro	1	FALSE	TRUE	FALSE	NA
103-2D7	2e+06	103	2	7	metro	1	FALSE	TRUE	FALSE	NA
103-2D8	1720000	103	2	8	metro	1	FALSE	TRUE	FALSE	NA
103-3D-6	0	103	3	-6	metro	1	FALSE	TRUE	TRUE	NA
103-3D0	NA	103	3	0	metro	1	FALSE	TRUE	FALSE	NA
103-3D1	43800000	103	3	1	metro	1	FALSE	TRUE	FALSE	NA
103-3D10	NA	103	3	10	metro	1	FALSE	TRUE	FALSE	NA
103-3D2	2.9e+07	103	3	2	metro	1	FALSE	TRUE	FALSE	NA
103-3D3	15100000	103	3	3	metro	1	FALSE	TRUE	FALSE	NA
103-3D4	6e+06	103	3	4	metro	1	FALSE	TRUE	FALSE	NA
103-3D5	19500000	103	3	5	metro	1	FALSE	TRUE	FALSE	NA
103-3D6	4600000	103	3	6	metro	1	FALSE	TRUE	FALSE	NA
103-3D7	1900000	103	3	7	metro	1	FALSE	TRUE	FALSE	NA
103-3D8	250000	103	3	8	metro	1	FALSE	TRUE	FALSE	NA
103-3D9	50000	103	3	9	metro	1	FALSE	TRUE	FALSE	NA
104-1D-1	NA	104	1	-1	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D-6	0	104	1	-6	cef	0.3	FALSE	TRUE	TRUE	NA
